歌曲id,曲名,分类,难度标签,定数,类别
11574,The 90's Decision,其他游戏,6,6.5,DX
11574,The 90's Decision,其他游戏,11,11.2,DX
11574,The 90's Decision,其他游戏,13,13.0,DX
11575,僕の和風本当上手,其他游戏,5,5.0,DX
11575,僕の和風本当上手,其他游戏,8,8.0,DX
11575,僕の和風本当上手,其他游戏,12,12.0,DX
11575,僕の和風本当上手,其他游戏,14,14.0,DX
11576,Cthugha,其他游戏,6,6.0,DX
11576,Cthugha,其他游戏,8+,8.8,DX
11576,Cthugha,其他游戏,12,12.5,DX
11576,Cthugha,其他游戏,14,14.2,DX
11577,はんぶんこ,流行&动漫,1,1.0,DX
11577,はんぶんこ,流行&动漫,6,6.0,DX
11577,はんぶんこ,流行&动漫,8+,8.7,DX
11577,はんぶんこ,流行&动漫,12+,12.9,DX
11578,PUPA,其他游戏,6,6.0,DX
11578,PUPA,其他游戏,7+,7.7,DX
11578,PUPA,其他游戏,12+,12.8,DX
11578,PUPA,其他游戏,14,14.4,DX
11580,解けないように,东方Project,4,4.0,DX
11580,解けないように,东方Project,7,7.5,DX
11580,解けないように,东方Project,9+,9.8,DX
11580,解けないように,东方Project,12+,12.8,DX
11583,インターネットサバイバー,东方Project,3,3.0,DX
11583,インターネットサバイバー,东方Project,7,7.0,DX
11583,インターネットサバイバー,东方Project,11,11.0,DX
11583,インターネットサバイバー,东方Project,13,13.4,DX
11584,コンティニュー！ feat. 藍月なくる,其他游戏,4,4.0,DX
11584,コンティニュー！ feat. 藍月なくる,其他游戏,7,7.0,DX
11584,コンティニュー！ feat. 藍月なくる,其他游戏,10+,10.7,DX
11584,コンティニュー！ feat. 藍月なくる,其他游戏,13+,13.6,DX
11585,Sunday Night feat Kanata.N,其他游戏,3,3.0,DX
11585,Sunday Night feat Kanata.N,其他游戏,6,6.5,DX
11585,Sunday Night feat Kanata.N,其他游戏,10+,10.8,DX
11585,Sunday Night feat Kanata.N,其他游戏,13,13.5,DX
11586,PERSONA feat. PANXI,其他游戏,4,4.0,DX
11586,PERSONA feat. PANXI,其他游戏,7,7.5,DX
11586,PERSONA feat. PANXI,其他游戏,10+,10.8,DX
11586,PERSONA feat. PANXI,其他游戏,13,13.3,DX
11587,Halfway(>∀<),其他游戏,5,5.0,DX
11587,Halfway(>∀<),其他游戏,8,8.0,DX
11587,Halfway(>∀<),其他游戏,12,12.0,DX
11587,Halfway(>∀<),其他游戏,13+,13.7,DX
11588,Complex Mind,其他游戏,5,5.0,DX
11588,Complex Mind,其他游戏,7+,7.8,DX
11588,Complex Mind,其他游戏,11+,11.7,DX
11588,Complex Mind,其他游戏,13+,13.8,DX
11589,DROPS feat. Such,其他游戏,3,3.0,DX
11589,DROPS feat. Such,其他游戏,6,6.5,DX
11589,DROPS feat. Such,其他游戏,10+,10.7,DX
11589,DROPS feat. Such,其他游戏,13,13.2,DX
11590,あつすぎの歌,流行&动漫,4,4.0,DX
11590,あつすぎの歌,流行&动漫,7,7.2,DX
11590,あつすぎの歌,流行&动漫,10,10.5,DX
11590,あつすぎの歌,流行&动漫,13+,13.8,DX
11591,ULTRA SYNERGY MATRIX,其他游戏,5,5.0,DX
11591,ULTRA SYNERGY MATRIX,其他游戏,7,7.4,DX
11591,ULTRA SYNERGY MATRIX,其他游戏,12,12.0,DX
11591,ULTRA SYNERGY MATRIX,其他游戏,14,14.0,DX
11592,花となれ,niconico & VOCALOID,2,2.0,DX
11592,花となれ,niconico & VOCALOID,6,6.2,DX
11592,花となれ,niconico & VOCALOID,8+,8.8,DX
11592,花となれ,niconico & VOCALOID,12,12.2,DX
11593,私のドッペルゲンガー,niconico & VOCALOID,3,3.0,DX
11593,私のドッペルゲンガー,niconico & VOCALOID,7,7.5,DX
11593,私のドッペルゲンガー,niconico & VOCALOID,10+,10.7,DX
11593,私のドッペルゲンガー,niconico & VOCALOID,13,13.2,DX
11594,BULK UP (GAME EXCLUSIVE EDIT),其他游戏,5,5.0,DX
11594,BULK UP (GAME EXCLUSIVE EDIT),其他游戏,8,8.5,DX
11594,BULK UP (GAME EXCLUSIVE EDIT),其他游戏,11+,11.9,DX
11594,BULK UP (GAME EXCLUSIVE EDIT),其他游戏,14,14.2,DX
11596,Vallista,其他游戏,4,4.0,DX
11596,Vallista,其他游戏,8,8.0,DX
11596,Vallista,其他游戏,12+,12.6,DX
11596,Vallista,其他游戏,14,14.0,DX
11597,ノンブレス・オブリージュ,niconico & VOCALOID,3,3.0,DX
11597,ノンブレス・オブリージュ,niconico & VOCALOID,7,7.2,DX
11597,ノンブレス・オブリージュ,niconico & VOCALOID,10,10.0,DX
11597,ノンブレス・オブリージュ,niconico & VOCALOID,13,13.1,DX
11598,テオ,niconico & VOCALOID,5,5.0,DX
11598,テオ,niconico & VOCALOID,7+,7.8,DX
11598,テオ,niconico & VOCALOID,10+,10.8,DX
11598,テオ,niconico & VOCALOID,13,13.2,DX
11599,まにまに,niconico & VOCALOID,4,4.0,DX
11599,まにまに,niconico & VOCALOID,7,7.0,DX
11599,まにまに,niconico & VOCALOID,9+,9.8,DX
11599,まにまに,niconico & VOCALOID,12+,12.7,DX
11600,感情ディシーブ,niconico & VOCALOID,3,3.0,DX
11600,感情ディシーブ,niconico & VOCALOID,7,7.0,DX
11600,感情ディシーブ,niconico & VOCALOID,9+,9.7,DX
11600,感情ディシーブ,niconico & VOCALOID,13,13.1,DX
11601,ド屑,niconico & VOCALOID,2,2.0,DX
11601,ド屑,niconico & VOCALOID,6,6.5,DX
11601,ド屑,niconico & VOCALOID,9,9.5,DX
11601,ド屑,niconico & VOCALOID,13,13.1,DX
11602,絶対敵対メチャキライヤー,niconico & VOCALOID,3,3.0,DX
11602,絶対敵対メチャキライヤー,niconico & VOCALOID,7+,7.7,DX
11602,絶対敵対メチャキライヤー,niconico & VOCALOID,9+,9.8,DX
11602,絶対敵対メチャキライヤー,niconico & VOCALOID,12+,12.9,DX
11603,つるぺったん,东方Project,4,4.0,DX
11603,つるぺったん,东方Project,7+,7.7,DX
11603,つるぺったん,东方Project,10,10.0,DX
11603,つるぺったん,东方Project,12,12.5,DX
11604,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,音击&中二节奏,4,4.0,DX
11604,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,音击&中二节奏,7+,7.8,DX
11604,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,音击&中二节奏,10,10.5,DX
11604,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,音击&中二节奏,13+,13.7,DX
11605,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,音击&中二节奏,3,3.0,DX
11605,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,音击&中二节奏,6,6.5,DX
11605,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,音击&中二节奏,10+,10.7,DX
11605,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,音击&中二节奏,13,13.3,DX
11606,Snow Colored Score,音击&中二节奏,2,2.0,DX
11606,Snow Colored Score,音击&中二节奏,6,6.5,DX
11606,Snow Colored Score,音击&中二节奏,9+,9.9,DX
11606,Snow Colored Score,音击&中二节奏,12+,12.9,DX
11607,MAGENTA POTION,其他游戏,2,2.0,DX
11607,MAGENTA POTION,其他游戏,6,6.5,DX
11607,MAGENTA POTION,其他游戏,10,10.5,DX
11607,MAGENTA POTION,其他游戏,13+,13.7,DX
11608,NOIZY BOUNCE,舞萌,2,2.0,DX
11608,NOIZY BOUNCE,舞萌,6,6.5,DX
11608,NOIZY BOUNCE,舞萌,10,10.0,DX
11608,NOIZY BOUNCE,舞萌,13,13.4,DX
11609,サンバディ！,舞萌,2,2.0,DX
11609,サンバディ！,舞萌,6,6.5,DX
11609,サンバディ！,舞萌,9+,9.7,DX
11609,サンバディ！,舞萌,13,13.2,DX
11610,Horoscope Express,舞萌,5,5.0,DX
11610,Horoscope Express,舞萌,8,8.0,DX
11610,Horoscope Express,舞萌,11,11.5,DX
11610,Horoscope Express,舞萌,14,14.0,DX
11611,Party☆People☆Princess,舞萌,5,5.0,DX
11611,Party☆People☆Princess,舞萌,7+,7.8,DX
11611,Party☆People☆Princess,舞萌,11+,11.9,DX
11611,Party☆People☆Princess,舞萌,14,14.3,DX
11612,Latent Kingdom,舞萌,6,6.0,DX
11612,Latent Kingdom,舞萌,8,8.5,DX
11612,Latent Kingdom,舞萌,12+,12.8,DX
11612,Latent Kingdom,舞萌,14+,14.9,DX
11613,Mystic Parade,舞萌,3,3.0,DX
11613,Mystic Parade,舞萌,7,7.5,DX
11613,Mystic Parade,舞萌,10,10.0,DX
11613,Mystic Parade,舞萌,13,13.5,DX
11614,Cry Cry Cry,舞萌,2,2.0,DX
11614,Cry Cry Cry,舞萌,6,6.2,DX
11614,Cry Cry Cry,舞萌,9+,9.8,DX
11614,Cry Cry Cry,舞萌,12+,12.8,DX
11615,ぽわわん劇場,舞萌,5,5.0,DX
11615,ぽわわん劇場,舞萌,7+,7.8,DX
11615,ぽわわん劇場,舞萌,11,11.2,DX
11615,ぽわわん劇場,舞萌,13,13.5,DX
11616,my flow,舞萌,4,4.0,DX
11616,my flow,舞萌,7+,7.8,DX
11616,my flow,舞萌,11,11.0,DX
11616,my flow,舞萌,13+,13.7,DX
11617,POWER OF UNITY,舞萌,5,5.0,DX
11617,POWER OF UNITY,舞萌,8,8.2,DX
11617,POWER OF UNITY,舞萌,12,12.0,DX
11617,POWER OF UNITY,舞萌,13+,13.8,DX
11618,Energizing Flame,舞萌,6,6.0,DX
11618,Energizing Flame,舞萌,8,8.0,DX
11618,Energizing Flame,舞萌,12+,12.8,DX
11618,Energizing Flame,舞萌,14,14.4,DX
11619,KHYMΞXΛ,舞萌,6,6.0,DX
11619,KHYMΞXΛ,舞萌,8+,8.7,DX
11619,KHYMΞXΛ,舞萌,12+,12.9,DX
11619,KHYMΞXΛ,舞萌,14+,14.7,DX
11620,フェイクフェイス・フェイルセイフ,舞萌,5,5.0,DX
11620,フェイクフェイス・フェイルセイフ,舞萌,7+,7.8,DX
11620,フェイクフェイス・フェイルセイフ,舞萌,11+,11.9,DX
11620,フェイクフェイス・フェイルセイフ,舞萌,13+,13.8,DX
11621,ふらふらふら、,舞萌,3,3.0,DX
11621,ふらふらふら、,舞萌,7+,7.8,DX
11621,ふらふらふら、,舞萌,11,11.5,DX
11621,ふらふらふら、,舞萌,13+,13.7,DX
11622,シックスプラン,舞萌,2,2.0,DX
11622,シックスプラン,舞萌,6,6.2,DX
11622,シックスプラン,舞萌,9,9.2,DX
11622,シックスプラン,舞萌,13,13.2,DX
11623,フタタビ,舞萌,2,2.0,DX
11623,フタタビ,舞萌,6,6.8,DX
11623,フタタビ,舞萌,11,11.2,DX
11623,フタタビ,舞萌,13,13.4,DX
11624,SQUAD-Phvntom-,音击&中二节奏,5,5.0,DX
11624,SQUAD-Phvntom-,音击&中二节奏,7+,7.8,DX
11624,SQUAD-Phvntom-,音击&中二节奏,12+,12.8,DX
11624,SQUAD-Phvntom-,音击&中二节奏,14,14.3,DX
11625,GEOMETRIC DANCE,音击&中二节奏,4,4.0,DX
11625,GEOMETRIC DANCE,音击&中二节奏,7+,7.7,DX
11625,GEOMETRIC DANCE,音击&中二节奏,12,12.5,DX
11625,GEOMETRIC DANCE,音击&中二节奏,14,14.4,DX
11626,Ring,音击&中二节奏,2,2.0,DX
11626,Ring,音击&中二节奏,6,6.5,DX
11626,Ring,音击&中二节奏,9+,9.8,DX
11626,Ring,音击&中二节奏,12+,12.8,DX
11627,インパアフェクシオン・ホワイトガアル,音击&中二节奏,4,4.0,DX
11627,インパアフェクシオン・ホワイトガアル,音击&中二节奏,7+,7.9,DX
11627,インパアフェクシオン・ホワイトガアル,音击&中二节奏,11,11.5,DX
11627,インパアフェクシオン・ホワイトガアル,音击&中二节奏,14,14.2,DX
11628,WE'RE BACK!!,音击&中二节奏,4,4.0,DX
11628,WE'RE BACK!!,音击&中二节奏,8,8.0,DX
11628,WE'RE BACK!!,音击&中二节奏,12,12.2,DX
11628,WE'RE BACK!!,音击&中二节奏,14,14.0,DX
11629,熱異常,niconico & VOCALOID,4,4.0,DX
11629,熱異常,niconico & VOCALOID,7+,7.7,DX
11629,熱異常,niconico & VOCALOID,10,10.2,DX
11629,熱異常,niconico & VOCALOID,12,12.1,DX
11629,熱異常,niconico & VOCALOID,13+,13.9,DX
11630,1000年生きてる,niconico & VOCALOID,3,3.0,DX
11630,1000年生きてる,niconico & VOCALOID,7+,7.8,DX
11630,1000年生きてる,niconico & VOCALOID,9,9.0,DX
11630,1000年生きてる,niconico & VOCALOID,13,13.4,DX
11631,IMAWANOKIWA,niconico & VOCALOID,3,3.0,DX
11631,IMAWANOKIWA,niconico & VOCALOID,7,7.5,DX
11631,IMAWANOKIWA,niconico & VOCALOID,10+,10.8,DX
11631,IMAWANOKIWA,niconico & VOCALOID,13+,13.7,DX
11632,Play merrily NEO,其他游戏,2,2.0,DX
11632,Play merrily NEO,其他游戏,7,7.0,DX
11632,Play merrily NEO,其他游戏,9+,9.8,DX
11632,Play merrily NEO,其他游戏,12+,12.9,DX
11633,OMAKENO Stroke,其他游戏,5,5.0,DX
11633,OMAKENO Stroke,其他游戏,8,8.0,DX
11633,OMAKENO Stroke,其他游戏,11+,11.9,DX
11633,OMAKENO Stroke,其他游戏,13+,13.8,DX
11636,さくゆいたいそう,流行&动漫,2,2.0,DX
11636,さくゆいたいそう,流行&动漫,6,6.8,DX
11636,さくゆいたいそう,流行&动漫,9+,9.7,DX
11636,さくゆいたいそう,流行&动漫,12+,12.6,DX
11637,バグ,niconico & VOCALOID,4,4.0,DX
11637,バグ,niconico & VOCALOID,7,7.5,DX
11637,バグ,niconico & VOCALOID,10,10.2,DX
11637,バグ,niconico & VOCALOID,11+,11.8,DX
11637,バグ,niconico & VOCALOID,13+,13.8,DX
11638,星界ちゃんと可不ちゃんのおつかい合騒曲,niconico & VOCALOID,5,5.0,DX
11638,星界ちゃんと可不ちゃんのおつかい合騒曲,niconico & VOCALOID,8,8.0,DX
11638,星界ちゃんと可不ちゃんのおつかい合騒曲,niconico & VOCALOID,11+,11.9,DX
11638,星界ちゃんと可不ちゃんのおつかい合騒曲,niconico & VOCALOID,13+,13.8,DX
11639,Burn My Soul,流行&动漫,4,4.0,DX
11639,Burn My Soul,流行&动漫,7+,7.8,DX
11639,Burn My Soul,流行&动漫,10,10.5,DX
11639,Burn My Soul,流行&动漫,12+,12.8,DX
11640,with U,其他游戏,4,4.0,DX
11640,with U,其他游戏,7+,7.8,DX
11640,with U,其他游戏,12,12.0,DX
11640,with U,其他游戏,13,13.4,DX
11641,Love Kills U,其他游戏,3,3.0,DX
11641,Love Kills U,其他游戏,7+,7.8,DX
11641,Love Kills U,其他游戏,10+,10.7,DX
11641,Love Kills U,其他游戏,13,13.4,DX
11642,DANGEROOOOUS JUNGLE,其他游戏,4,4.0,DX
11642,DANGEROOOOUS JUNGLE,其他游戏,7+,7.8,DX
11642,DANGEROOOOUS JUNGLE,其他游戏,11+,11.8,DX
11642,DANGEROOOOUS JUNGLE,其他游戏,13+,13.8,DX
11643,天使光輪,其他游戏,6,6.0,DX
11643,天使光輪,其他游戏,8,8.2,DX
11643,天使光輪,其他游戏,12+,12.6,DX
11643,天使光輪,其他游戏,14,14.4,DX
11645,トンデモワンダーズ,niconico & VOCALOID,3,3.0,DX
11645,トンデモワンダーズ,niconico & VOCALOID,7,7.0,DX
11645,トンデモワンダーズ,niconico & VOCALOID,10,10.0,DX
11645,トンデモワンダーズ,niconico & VOCALOID,13+,13.6,DX
11646,神威,其他游戏,6,6.0,DX
11646,神威,其他游戏,8+,8.7,DX
11646,神威,其他游戏,12+,12.8,DX
11646,神威,其他游戏,14+,14.6,DX
11647,ozma,其他游戏,6,6.0,DX
11647,ozma,其他游戏,8+,8.8,DX
11647,ozma,其他游戏,12+,12.9,DX
11647,ozma,其他游戏,13+,13.9,DX
11648,月面基地,其他游戏,5,5.0,DX
11648,月面基地,其他游戏,7+,7.8,DX
11648,月面基地,其他游戏,12,12.5,DX
11648,月面基地,其他游戏,13+,13.7,DX
11650,ずんだもんの朝食　〜目覚ましずんラップ〜,niconico & VOCALOID,3,3.0,DX
11650,ずんだもんの朝食　〜目覚ましずんラップ〜,niconico & VOCALOID,8,8.0,DX
11650,ずんだもんの朝食　〜目覚ましずんラップ〜,niconico & VOCALOID,10+,10.8,DX
11650,ずんだもんの朝食　〜目覚ましずんラップ〜,niconico & VOCALOID,13,13.1,DX
11651,あなたは世界の終わりにずんだを食べるのだ,niconico & VOCALOID,2,2.0,DX
11651,あなたは世界の終わりにずんだを食べるのだ,niconico & VOCALOID,6,6.2,DX
11651,あなたは世界の終わりにずんだを食べるのだ,niconico & VOCALOID,9+,9.8,DX
11651,あなたは世界の終わりにずんだを食べるのだ,niconico & VOCALOID,12+,12.9,DX
11652,HUMANBORG,流行&动漫,4,4.0,DX
11652,HUMANBORG,流行&动漫,7,7.0,DX
11652,HUMANBORG,流行&动漫,12,12.0,DX
11652,HUMANBORG,流行&动漫,13+,13.8,DX
11653,ULTRA POWER,流行&动漫,3,3.0,DX
11653,ULTRA POWER,流行&动漫,6,6.2,DX
11653,ULTRA POWER,流行&动漫,11,11.2,DX
11653,ULTRA POWER,流行&动漫,13,13.5,DX
11654,ジェヘナ,niconico & VOCALOID,2,2.0,DX
11654,ジェヘナ,niconico & VOCALOID,6,6.5,DX
11654,ジェヘナ,niconico & VOCALOID,9+,9.8,DX
11654,ジェヘナ,niconico & VOCALOID,13,13.3,DX
11655,ツギハギスタッカート,niconico & VOCALOID,1,1.0,DX
11655,ツギハギスタッカート,niconico & VOCALOID,6,6.0,DX
11655,ツギハギスタッカート,niconico & VOCALOID,9,9.5,DX
11655,ツギハギスタッカート,niconico & VOCALOID,12+,12.7,DX
11656,HANIPAGANDA,东方Project,4,4.0,DX
11656,HANIPAGANDA,东方Project,7,7.2,DX
11656,HANIPAGANDA,东方Project,11+,11.8,DX
11656,HANIPAGANDA,东方Project,13+,13.6,DX
11657,Rush-Hour,其他游戏,4,4.0,DX
11657,Rush-Hour,其他游戏,8+,8.7,DX
11657,Rush-Hour,其他游戏,12,12.5,DX
11657,Rush-Hour,其他游戏,13+,13.8,DX
11658,QUEEN,niconico & VOCALOID,3,3.0,DX
11658,QUEEN,niconico & VOCALOID,6,6.5,DX
11658,QUEEN,niconico & VOCALOID,10,10.0,DX
11658,QUEEN,niconico & VOCALOID,12+,12.8,DX
11659,天使の翼。,niconico & VOCALOID,2,2.0,DX
11659,天使の翼。,niconico & VOCALOID,6,6.2,DX
11659,天使の翼。,niconico & VOCALOID,9+,9.8,DX
11659,天使の翼。,niconico & VOCALOID,12+,12.9,DX
11660,さよならプリンセス,niconico & VOCALOID,4,4.0,DX
11660,さよならプリンセス,niconico & VOCALOID,7,7.2,DX
11660,さよならプリンセス,niconico & VOCALOID,10+,10.8,DX
11660,さよならプリンセス,niconico & VOCALOID,13,13.1,DX
11661,Apollo,音击&中二节奏,7,7.0,DX
11661,Apollo,音击&中二节奏,8+,8.8,DX
11661,Apollo,音击&中二节奏,13,13.0,DX
11661,Apollo,音击&中二节奏,14+,14.7,DX
11662,raputa,舞萌,7,7.0,DX
11662,raputa,舞萌,8+,8.7,DX
11662,raputa,舞萌,13+,13.7,DX
11662,raputa,舞萌,14+,14.9,DX
11663,系ぎて,舞萌,7,7.0,DX
11663,系ぎて,舞萌,10,10.5,DX
11663,系ぎて,舞萌,13+,13.8,DX
11663,系ぎて,舞萌,14+,14.7,DX
11663,系ぎて,舞萌,15,15.0,DX
11664,アルカンシエル,其他游戏,4,4.0,DX
11664,アルカンシエル,其他游戏,7,7.2,DX
11664,アルカンシエル,其他游戏,10+,10.7,DX
11664,アルカンシエル,其他游戏,13,13.0,DX
11665,RAD DOGS,niconico & VOCALOID,3,3.0,DX
11665,RAD DOGS,niconico & VOCALOID,6,6.5,DX
11665,RAD DOGS,niconico & VOCALOID,10,10.0,DX
11665,RAD DOGS,niconico & VOCALOID,13,13.0,DX
11666,アイディスマイル,niconico & VOCALOID,3,3.0,DX
11666,アイディスマイル,niconico & VOCALOID,7,7.0,DX
11666,アイディスマイル,niconico & VOCALOID,9+,9.7,DX
11666,アイディスマイル,niconico & VOCALOID,12+,12.8,DX
11667,にっこり^^調査隊のテーマ,niconico & VOCALOID,3,3.0,DX
11667,にっこり^^調査隊のテーマ,niconico & VOCALOID,6,6.8,DX
11667,にっこり^^調査隊のテーマ,niconico & VOCALOID,10,10.5,DX
11667,にっこり^^調査隊のテーマ,niconico & VOCALOID,12+,12.8,DX
11668,PinqPiq (xovevox Remix),音击&中二节奏,4,4.0,DX
11668,PinqPiq (xovevox Remix),音击&中二节奏,6,6.8,DX
11668,PinqPiq (xovevox Remix),音击&中二节奏,11,11.0,DX
11668,PinqPiq (xovevox Remix),音击&中二节奏,13+,13.7,DX
11669,エスオーエス,舞萌,5,5.0,DX
11669,エスオーエス,舞萌,7+,7.8,DX
11669,エスオーエス,舞萌,10+,10.9,DX
11669,エスオーエス,舞萌,13+,13.6,DX
11670,のじゃロリック,舞萌,3,3.0,DX
11670,のじゃロリック,舞萌,7,7.5,DX
11670,のじゃロリック,舞萌,10,10.0,DX
11670,のじゃロリック,舞萌,13,13.1,DX
11671,Edelweiss,舞萌,5,5.0,DX
11671,Edelweiss,舞萌,8,8.0,DX
11671,Edelweiss,舞萌,11+,11.8,DX
11671,Edelweiss,舞萌,13+,13.9,DX
11672,QuiQ,舞萌,6,6.0,DX
11672,QuiQ,舞萌,8+,8.7,DX
11672,QuiQ,舞萌,12+,12.9,DX
11672,QuiQ,舞萌,14,14.4,DX
11673,IF:U,舞萌,6,6.0,DX
11673,IF:U,舞萌,8,8.0,DX
11673,IF:U,舞萌,12+,12.8,DX
11673,IF:U,舞萌,14+,14.7,DX
11674,Cider P@rty,舞萌,3,3.0,DX
11674,Cider P@rty,舞萌,7+,7.8,DX
11674,Cider P@rty,舞萌,11,11.0,DX
11674,Cider P@rty,舞萌,13,13.5,DX
11675,勦滅,舞萌,5,5.0,DX
11675,勦滅,舞萌,7+,7.8,DX
11675,勦滅,舞萌,11+,11.8,DX
11675,勦滅,舞萌,14,14.2,DX
11676,Lunatic Vibes,舞萌,5,5.0,DX
11676,Lunatic Vibes,舞萌,7+,7.7,DX
11676,Lunatic Vibes,舞萌,11,11.2,DX
11676,Lunatic Vibes,舞萌,13+,13.8,DX
11677,Bloody Trail,舞萌,6,6.0,DX
11677,Bloody Trail,舞萌,8+,8.8,DX
11677,Bloody Trail,舞萌,12+,12.8,DX
11677,Bloody Trail,舞萌,14,14.5,DX
11678,RE:INCARNATED DRAGNER,舞萌,5,5.0,DX
11678,RE:INCARNATED DRAGNER,舞萌,8,8.0,DX
11678,RE:INCARNATED DRAGNER,舞萌,11+,11.8,DX
11678,RE:INCARNATED DRAGNER,舞萌,13+,13.8,DX
11679,Beginning together!,舞萌,4,4.0,DX
11679,Beginning together!,舞萌,7,7.0,DX
11679,Beginning together!,舞萌,10+,10.7,DX
11679,Beginning together!,舞萌,13+,13.7,DX
11680,Shining Ray ～僕らの絆～,舞萌,5,5.0,DX
11680,Shining Ray ～僕らの絆～,舞萌,7,7.2,DX
11680,Shining Ray ～僕らの絆～,舞萌,10,10.5,DX
11680,Shining Ray ～僕らの絆～,舞萌,13,13.3,DX
11681,DEVOTION,舞萌,5,5.0,DX
11681,DEVOTION,舞萌,7+,7.8,DX
11681,DEVOTION,舞萌,11+,11.7,DX
11681,DEVOTION,舞萌,14,14.3,DX
11682,Geranium,舞萌,5,5.0,DX
11682,Geranium,舞萌,7,7.0,DX
11682,Geranium,舞萌,10+,10.8,DX
11682,Geranium,舞萌,13+,13.7,DX
11683,The Cursed Doll,舞萌,3,3.0,DX
11683,The Cursed Doll,舞萌,6,6.8,DX
11683,The Cursed Doll,舞萌,11,11.0,DX
11683,The Cursed Doll,舞萌,13,13.5,DX
11684,RondeauX of RagnaroQ,舞萌,5,5.0,DX
11684,RondeauX of RagnaroQ,舞萌,8,8.5,DX
11684,RondeauX of RagnaroQ,舞萌,12,12.5,DX
11684,RondeauX of RagnaroQ,舞萌,14,14.5,DX
11685,ℝ∈Χ LUNATiCA,舞萌,6,6.0,DX
11685,ℝ∈Χ LUNATiCA,舞萌,9,9.0,DX
11685,ℝ∈Χ LUNATiCA,舞萌,12+,12.9,DX
11685,ℝ∈Χ LUNATiCA,舞萌,14+,14.8,DX
11686,Λzure Vixen,音击&中二节奏,6,6.0,DX
11686,Λzure Vixen,音击&中二节奏,8,8.0,DX
11686,Λzure Vixen,音击&中二节奏,13,13.2,DX
11686,Λzure Vixen,音击&中二节奏,14+,14.6,DX
11687,MarbleBlue.,音击&中二节奏,6,6.0,DX
11687,MarbleBlue.,音击&中二节奏,8,8.2,DX
11687,MarbleBlue.,音击&中二节奏,12+,12.9,DX
11687,MarbleBlue.,音击&中二节奏,14,14.5,DX
11688,まっすぐ→→→ストリーム！,音击&中二节奏,4,4.0,DX
11688,まっすぐ→→→ストリーム！,音击&中二节奏,7,7.5,DX
11688,まっすぐ→→→ストリーム！,音击&中二节奏,10+,10.7,DX
11688,まっすぐ→→→ストリーム！,音击&中二节奏,13,13.5,DX
11689,最っ高のエンタメだ!!,音击&中二节奏,5,5.0,DX
